,Date,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-
0,20161025,Kristaps Porziņģis,NYK,32.48,5,13,.385,3,5,.600,3,6,.500,4,3,7,0,1,2,2,5,16,-21
1,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
2,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
3,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
4,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
5,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
6,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
7,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
8,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
9,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
10,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
11,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
12,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
13,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
14,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
15,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
16,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
17,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
18,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
19,20161025,Carmelo Anthony,Cle,30.05,8,18,.444,1,4,.250,2,2,1.000,1,4,5,3,1,0,4,5,19,-19
20,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
21,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
22,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
23,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
24,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
25,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
26,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
27,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
28,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
29,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
30,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
31,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
32,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
33,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
34,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
35,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
36,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
37,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
38,20161025,Derrick Rose,Cle,29.35,7,17,.412,1,2,.500,2,2,1.000,2,1,3,1,0,1,4,1,17,-19
39,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
40,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
41,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
42,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
43,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
44,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
45,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
46,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
47,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
48,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
49,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
50,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
51,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
52,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
53,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
54,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
55,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
56,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
57,20161025,Courtney Lee,Cle,19.37,0,5,.000,0,2,.000,0,0,0,1,2,3,0,0,1,2,1,0,-19
58,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
59,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
60,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
61,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
62,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
63,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
64,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
65,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
66,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
67,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
68,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
69,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
70,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
71,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
72,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
73,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
74,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
75,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
76,20161025,Joakim Noah,Cle,19.31,0,1,.000,0,0,0,0,0,0,1,5,6,3,1,0,1,1,0,-1
77,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
78,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
79,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
80,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
81,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
82,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
83,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
84,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
85,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
86,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
87,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
88,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
89,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
90,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
91,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
92,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
93,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
94,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
95,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
96,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
97,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
98,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
99,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
100,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
101,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
102,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
103,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
104,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
105,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
106,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
107,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
108,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
109,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
110,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
111,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
112,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
113,20161025,Justin Holiday,Cle,26.27,2,7,.286,2,3,.667,2,2,1.000,1,5,6,2,1,0,0,0,8,-14
114,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
115,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
116,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
117,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
118,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
119,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
120,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
121,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
122,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
123,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
124,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
125,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
126,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
127,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
128,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
129,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
130,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
131,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
132,20161025,Brandon Jennings,Cle,21.14,1,7,.143,0,4,.000,5,6,.833,1,2,3,5,0,0,1,2,7,-14
133,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
134,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
135,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
136,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
137,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
138,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
139,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
140,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
141,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
142,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
143,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
144,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
145,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
146,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
147,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
148,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
149,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
150,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
151,20161025,Lance Thomas,Cle,16.37,1,4,.250,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,-11
152,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
153,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
154,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
155,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
156,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
157,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
158,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
159,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
160,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
161,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
162,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
163,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
164,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
165,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
166,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
167,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
168,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
169,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
170,20161025,Kyle O'Quinn,Cle,15.24,1,3,.333,0,2,.000,0,0,0,1,4,5,1,0,2,1,3,2,-10
171,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
172,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
173,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
174,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
175,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
176,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
177,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
178,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
179,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
180,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
181,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
182,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
183,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
184,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
185,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
186,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
187,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
188,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
189,20161025,Willy Hernangómez,Cle,9.26,2,3,.667,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,-3
190,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
191,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
192,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
193,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
194,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
195,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
196,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
197,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
198,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
199,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
200,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
201,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
202,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
203,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
204,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
205,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
206,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
207,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
208,20161025,Mindaugas Kuzminskas,Cle,9.14,3,5,.600,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,7,-4
209,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
210,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
211,20161025,J.R. Smith,Cle,7.35,2,5,.400,1,3,.333,0,0,0,0,1,1,0,0,0,0,0,5,+3
212,20161025,Kevin Love,Cle,9.39,3,8,.375,1,2,.500,3,5,.600,0,3,3,1,1,0,0,0,10,+9
213,20161025,Tristan Thompson,Cle,11.19,0,1,.000,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,+7
214,20161025,Richard Jefferson,Cle,5.16,1,2,.500,0,1,.000,0,0,0,0,1,1,0,1,0,0,0,2,+5
215,20161025,Mike Dunleavy,Cle,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+7
216,20161025,Channing Frye,Cle,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,+3
217,20161025,Iman Shumpert,Cle,4.16,0,1,.000,0,1,.000,0,0,0,1,0,1,1,0,0,1,1,0,+4
218,20161025,LeBron James,Cle,9.05,3,5,.600,0,2,.000,0,0,0,2,2,4,5,0,0,0,1,6,+6
219,20161025,Kyrie Irving,Cle,9.05,2,7,.286,0,1,.000,1,1,1.000,1,0,1,1,1,0,0,0,5,+6
